OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
3361,2015,CA,USF,STF,TWO MILE ,,2015/04/21 00:00:00+00,2015/04/27 00:00:00+00,5,1,1,7.511982,No perimeter in this location in GeoMAC. Inci Number Unknown,,,3,,2010,49097.03125,1011.856009
3362,2015,CA,USF,CNF,CUTCA,2466,2015/07/16 00:00:00+00,2015/08/01 00:00:00+00,1,1,1,150.418,,,{E841C68E-7EAF-414B-A454-626C3F35ED5E},37,,2010,875390.6367,5785.367871
3363,2015,CA,USF,SNF,ROUGH,1746,2015/07/31 00:00:00+00,2015/11/06 00:00:00+00,1,3,1,151546.8,,,{457DB47D-80EC-4812-8C93-C37D912855B3},89,,2010,959357207.3,400638.3939
3364,2015,CA,USF,MNF,DEER,,2015/08/01 00:00:00+00,2015/08/10 00:00:00+00,1,1,1,97.55208,No perimeter in this location in GeoMAC. Inci Number Unknown,,,29,,2010,659722.168,3885.231259
3365,2015,CA,USF,MNF,BOARDMAN 2,1157,2015/08/01 00:00:00+00,2015/08/09 00:00:00+00,1,1,1,94.74877,,,{CBBE5297-942C-4CD2-8796-8814EE7DFF97},30,,2010,644190.207,4489.652385
3366,2015,CA,USF,MNF,ETSEL,,2015/07/30 00:00:00+00,2015/08/08 00:00:00+00,1,1,1,32.09719,No perimeter in this location in GeoMAC. Inci Number Unknown,,,22,,2010,219251.668,2970.342726
3367,2015,CA,USF,MNF,SAN HEDRIN,,2015/06/19 00:00:00+00,2015/06/20 00:00:00+00,5,1,1,22.48489,No perimeter in this location in GeoMAC. Inci Number Unknown,,,11,,2010,152957.6992,1975.511669
3368,2015,CA,USF,ENF,TANNER,,2015/01/24 00:00:00+00,2015/03/01 00:00:00+00,5,1,1,44.545,No perimeter in this location in GeoMAC. Inci Number Unknown,,,3,,2010,298988.7773,4238.070847
3369,2015,CA,USF,ENF,MCOULLOH,,2015/01/24 00:00:00+00,2015/03/01 00:00:00+00,5,1,1,35.28005,No perimeter in this location in GeoMAC. Inci Number Unknown,,,2,,2010,236522.1172,3365.963321
3370,2015,CA,USF,ENF,MEADOW,,2015/02/22 00:00:00+00,2015/07/15 00:00:00+00,5,1,1,22.062,No perimeter in this location in GeoMAC. Inci Number Unknown,,,5,,2010,147934.2422,1885.839709
3371,2015,CA,USF,MDF,MASON ,,2015/07/09 00:00:00+00,2015/07/10 00:00:00+00,1,1,1,43.27318,No perimeter in this location in GeoMAC. Inci Number Unknown,,,36,,2010,316102.3945,2566.65797
3372,2015,CA,USF,MDF,COLD ,,2015/07/23 00:00:00+00,2015/07/23 00:00:00+00,1,1,1,14.21169,No perimeter in this location in GeoMAC. Inci Number Unknown,,,62,,2010,103569.9961,1495.658497
3373,2015,CA,USF,MDF,TWIN,,2015/08/05 00:00:00+00,2015/08/06 00:00:00+00,1,1,1,67.93945,No perimeter in this location in GeoMAC. Inci Number Unknown,,,72,,2010,494349.8164,6581.745196
3374,2015,CA,USF,MDF,YELLOW,,2015/07/02 00:00:00+00,2015/07/03 00:00:00+00,1,1,1,11.14368,No perimeter in this location in GeoMAC. Inci Number Unknown,,,24,,2010,81078.74219,2185.746453
3375,2015,CA,USF,MDF,WHITE ,,2015/07/21 00:00:00+00,2015/07/23 00:00:00+00,1,6,1,15.37785,No perimeter in this location in GeoMAC. Inci Number Unknown,,,47,,2010,112474.5508,1342.457342
3376,2015,CA,USF,LPF,BURSON,59075,2015/09/03 00:00:00+00,2015/09/04 00:00:00+00,2,1,1,18.23938,No perimeter in this location in GeoMAC.,,,28,,2010,108881.6875,2428.221879
3377,2015,CA,USF,LPF,CHORRO,2288,2015/08/02 00:00:00+00,2015/08/11 00:00:00+00,2,1,1,273.8199,VNC inc #008558 ?,,{4489C9E1-FA22-4507-A263-783AEC56C853},23,,2010,1639548.449,9996.465338
3378,2015,CA,USF,BDF,SCALES,9583,2015/08/01 00:00:00+00,2015/08/05 00:00:00+00,2,8,1,45.73383,,,{521570AE-610D-44D0-9271-FE31E5CDE099},65,,2010,271960.8008,4622.320512
3379,2015,CA,USF,SRF,NICKOWITZ,1470,2015/08/01 00:00:00+00,2015/11/02 00:00:00+00,1,7,1,7576.045,,,{B3730A9E-CD2D-43E7-AA10-66182EEE9E74},79,,2010,54625121.8,69756.99139
3380,2015,CA,USF,SRF,BEAR,1453,2015/07/31 00:00:00+00,2015/10/31 00:00:00+00,1,3,1,11616.88,,GASQUET COMPLEX,{44113AB8-BFBB-4C83-A178-76627E476477},66,,2010,84763295.52,82475.40353
3381,2015,CA,USF,SRF,COON,1465,2015/08/01 00:00:00+00,2015/10/31 00:00:00+00,1,7,1,5682.627,,GASQUET COMPLEX,{70F796EF-282F-465E-98DE-AF0275083103},76,,2010,41361446.2,42684.30091
3382,2015,CA,USF,SRF,FEEDER,1489,2015/08/02 00:00:00+00,2015/09/05 00:00:00+00,1,3,1,897.9925,,GASQUET COMPLEX,{9E3C7C48-107F-4F0C-8A0B-AF3F71C9D814},87,1488,2010,6501341.555,12456.41004
3383,2015,CA,USF,SRF,SUMMIT,1485,2015/08/02 00:00:00+00,2015/09/05 00:00:00+00,1,3,1,639.9178,,GASQUET COMPLEX,{28B05C23-7625-408E-939C-AAEE1EEB0F3A},85,1488,2010,4632539.324,17760.98326
3384,2015,CA,USF,SRF,PEAK,1479,2015/08/01 00:00:00+00,2015/10/31 00:00:00+00,1,3,1,11524.46,,GASQUET COMPLEX,{B760AFDA-3059-4FDF-94E8-8D4F35823306},82,,2010,83446165.3,118811.6433
3385,2015,CA,USF,SRF,GROVES,2066,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,6803.031,,RIVER COMPLEX,,46,,2010,48331210.54,70132.62879
3386,2015,CA,USF,SRF,EAST,2066,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,1530.955,,RIVER COMPLEX,,75,,2010,10884413.05,20052.25717
3387,2015,CA,USF,SRF,PICKETT,1433,2015/07/30 00:00:00+00,2015/09/01 00:00:00+00,1,7,1,11012.8,No containment date in firestat,MAD RIVER COMPLEX,{F7197F47-AE99-4808-8776-6898B6ED999E},51,,2010,76839599.05,59672.06081
3388,2015,CA,USF,SRF,GOBBLER,1433,2015/07/30 00:00:00+00,2015/09/01 00:00:00+00,1,7,1,8305.019,No containment date in firestat,MAD RIVER COMPLEX,{F7197F47-AE99-4808-8776-6898B6ED999E},90,,2010,57921393.32,48021.35721
3389,2015,CA,USF,SRF,LASSICS,1433,2015/07/30 00:00:00+00,2015/09/06 00:00:00+00,1,7,1,18192.03,No containment date in firestat,MAD RIVER COMPLEX,{F7197F47-AE99-4808-8776-6898B6ED999E},91,,2010,126802166.5,78069.76397
3390,2015,CA,USF,SRF,TIERNEY,1476,2015/07/30 00:00:00+00,2015/08/12 00:00:00+00,1,7,1,247.8912,,ROUTE COMPLEX,{36388BE6-16C8-4DB1-8A0F-694429AC7633},56,1476,2010,1734407.391,10152.83793
3391,2015,CA,USF,SRF,CHANCE,1476,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,7,1,160.0666,,ROUTE COMPLEX,{36388BE6-16C8-4DB1-8A0F-694429AC7633},89,1476,2010,1127279.395,9643.047286
3392,2015,CA,USF,SRF,BUCK,1476,2015/07/30 00:00:00+00,2015/08/12 00:00:00+00,1,7,1,1420.48,,ROUTE COMPLEX,{36388BE6-16C8-4DB1-8A0F-694429AC7633},92,,2010,9934603.836,18027.94627
3393,2015,CA,USF,SRF,BLAKE,1476,2015/07/30 00:00:00+00,,1,7,1,11439.25,,ROUTE COMPLEX,{36388BE6-16C8-4DB1-8A0F-694429AC7633},88,,2010,80471630.5,72904.7978
3394,2015,CA,USF,SRF,CASTLE 1,2108,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,7,1,662.1591,,SOUTH COMPLEX,,42,2108,2010,4670668.277,14311.82183
3395,2015,CA,USF,SQF,CABIN SEQ,2313,2015/07/19 00:00:00+00,2015/11/23 00:00:00+00,1,3,1,6996.186,,,{4CE57550-396D-4AF3-8E7D-0059C2A6F6FC},44,,2010,43633457.42,62918.38254
3396,2015,CA,USF,SQF,GREY,1950,2015/07/03 00:00:00+00,2015/07/03 00:00:00+00,1,1,1,19.44877, ,,{EC65259C-5334-46D8-B6DF-80D0E440E029},29,,2010,121106.0469,1786.59393
3397,2015,CA,USF,SQF,FISH,,2015/05/20 00:00:00+00,2015/05/27 00:00:00+00,4,6,1,20.86502,No perimeter in this location in GeoMAC. Inci Number Unknown,,,9,,2010,128684.8047,1425.86331
3398,2015,CA,USF,SQF,LIGHTNING,,2015/07/01 00:00:00+00,2015/07/01 00:00:00+00,9,6,1,31.73204,No perimeter in this location in GeoMAC. Inci Number Unknown,,,21,,2010,194078.2031,2087.116062
3399,2015,CA,USF,SRF,DEVIL,,2015/06/09 00:00:00+00,2015/06/15 00:00:00+00,1,1,1,20.12851,No perimeter in this location in GeoMAC. Inci Number Unknown,,,8,,2010,146613.1719,1727.028028
3400,2015,CA,USF,SRF,PAW,1454,2015/07/31 00:00:00+00,2015/08/04 00:00:00+00,1,6,1,10.24,,GASQUET COMPLEX,{8FEE5B82-1372-464D-AC37-7639A1DDCB3B},67,1488,2010,74525.84375,1406.309374
3401,2015,CA,USF,PNF,SPRING GARDEN,,2015/02/06 00:00:00+00,2015/02/06 00:00:00+00,5,6,1,15.84018,No perimeter in this location in GeoMAC. Inci Number Unknown,,{EC301BBB-6AEC-4514-9796-FB070125504E},4,,2010,109151.4453,1642.193872
3402,2015,CA,USF,PNF,WARD,303,2015/06/02 00:00:00+00,,14,6,1,129.2855,No Contain Date in Firestat,,{3957D9FB-5123-456D-8886-CF1ECAEB5ED3},11,,2010,893879.6367,7500.261723
3403,2015,CA,USF,SHF,PROSPECT,2067,2015/07/30 00:00:00+00,2015/08/22 00:00:00+00,1,3,1,24.27882,,FORK COMPLEX,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},183,2067,2010,168975.5547,1606.756063
3404,2015,CA,USF,SHF,RASPBERRY,2067,2015/07/30 00:00:00+00,2015/08/18 00:00:00+00,1,3,1,39.76297,,FORK COMPLEX,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},144,2067,2010,276207.8242,2055.622227
3405,2015,CA,USF,SHF,DOG,2067,2015/07/30 00:00:00+00,2015/10/05 00:00:00+00,1,3,1,3276.482,,FORK COMPLEX,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},158,,2010,23042388.09,32863.0463
3406,2015,CA,USF,SHF,BIG FOOT,2131,2015/07/30 00:00:00+00,2015/10/05 00:00:00+00,1,3,1,25.13739,,FORK COMPLEX,{40E7B6D8-AA0F-4B5B-BBE9-6113BA1FC064},192,2067,2010,176678.8789,1752.401935
3407,2015,CA,USF,SHF,DEER,2028,2015/07/30 00:00:00+00,2015/08/18 00:00:00+00,1,3,1,8.535203,,FORK COMPLEX,{035D2E61-E723-4A0D-A544-7ABD942344D8},137,2067,2010,59686.49609,1432.046808
3408,2015,CA,USF,SHF,TELEPHONE,2133,2015/07/30 00:00:00+00,2015/10/05 00:00:00+00,1,3,1,54.82918,,FORK COMPLEX,{858F4D8C-7113-41E7-90DA-0C27C7BCD4B9},193,2067,2010,383286.6484,3583.145956
3409,2015,CA,USF,SHF,BLUE,2032,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,2828.028,,FORK COMPLEX,{32D026C2-A759-45B4-8457-36558886CC71},140,,2010,19752109.98,28827.10958
3410,2015,CA,USF,SHF,RAIL,2092,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,8669.771,,FORK COMPLEX,{99DD64F2-D13A-4484-844C-0719100D9260},177,,2010,60734381.2,59841.06721
3411,2015,CA,USF,SHF,GARDEN,2029,2015/07/30 00:00:00+00,2015/07/30 00:00:00+00,1,3,1,0.03171027,,FORK COMPLEX,{D998176E-A1D4-4B76-8634-F8D72C2220C3},138,2067,2010,221.8671875,60.13679215
3412,2015,CA,USF,SHF,PEAK,2132,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,6273.949,,FORK COMPLEX,{F95D717E-B212-4488-8FB7-FB5EF103EBFD},142,,2010,43953657.78,32308.1875
3413,2015,CA,USF,SHF,SHIELL,2060,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,15390.65,,FORK COMPLEX,{A227FCE4-5D74-4D23-A75C-557770E353F4},161,,2010,107677333.1,77057.49218
3414,2015,CA,USF,SHF,DAILEY,2066,2015/07/30 00:00:00+00,2015/08/02 00:00:00+00,1,3,1,16.6561,,RIVER COMPLEX,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},166,2066,2010,118081.6055,1548.983039
3415,2015,CA,USF,SHF,DYER,2066,2015/07/30 00:00:00+00,2015/08/06 00:00:00+00,1,3,1,757.9618,,RIVER COMPLEX,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},148,2066,2010,5370269.344,12227.70703
3416,2015,CA,USF,SHF,HAPPY,2066,2015/07/30 00:00:00+00,2015/08/08 00:00:00+00,1,3,1,68095.24,,RIVER COMPLEX,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},149,,2010,483017056.7,286588.9922
3417,2015,CA,USF,SHF,ROAD,2066,2015/07/30 00:00:00+00,2015/08/07 00:00:00+00,1,3,1,378.9736,,RIVER COMPLEX,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},156,2066,2010,2688488.113,11129.92229
3418,2015,CA,USF,SHF,PANTHER,,2015/07/30 00:00:00+00,2015/08/09 00:00:00+00,1,3,1,128.691,,RIVER COMPLEX,,153,2066,2010,912729.7852,5568.163702
3419,2015,CA,USF,SHF,LOOK,2052,2015/07/30 00:00:00+00,2015/07/31 00:00:00+00,1,3,1,0.9284683,,RIVER COMPLEX,{468FC05F-6E50-4BB3-A188-1E04C3F43E91},155,2066,2010,6569.636719,333.176
3420,2015,CA,USF,SHF,HALSEY,2066,2015/07/30 00:00:00+00,2015/08/05 00:00:00+00,1,3,1,7.228922,,RIVER COMPLEX,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},163,2066,2010,51139.44922,996.8627183
3421,2015,CA,USF,SHF,JOHNSON,1476,2015/07/30 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,17821.11,,ROUTE COMPLEX,,197,,2010,125135015.8,138905.6245
3422,2015,CA,USF,SHF,KERLIN,2108,2015/07/30 00:00:00+00,2015/10/10 00:00:00+00,1,3,1,500.9492,,ROUTE COMPLEX,{A0137E64-0D0C-4327-9B15-B7F625775E06},196,1476,2010,3521063.941,13457.76461
3423,2015,CA,USF,SHF,PELLETREAU,2108,2015/07/30 00:00:00+00,2015/10/09 00:00:00+00,1,3,1,4109.539,,ROUTE COMPLEX,{A0137E64-0D0C-4327-9B15-B7F625775E06},191,,2010,28862979.84,39233.40441
3424,2015,CA,USF,SHF,PATTISON,2082,2015/07/30 00:00:00+00,2015/08/18 00:00:00+00,1,3,1,12916.57,,SOUTH COMPLEX,{B09ECB62-6483-4F8A-9943-99863E39FA5D},171,,2010,90937981.06,95766.26648
3425,2015,CA,USF,SHF,CASTLE,1389,2015/06/23 00:00:00+00,2015/06/23 00:00:00+00,4,3,1,14253.95,,SOUTH COMPLEX,,57,,2010,100435993.2,75124.54833
3426,2015,CA,USF,SHF,SPRINGER,1712,2015/07/30 00:00:00+00,2015/08/05 00:00:00+00,1,3,1,0.489983,,SOUTH COMPLEX,{2A8C6D60-A13D-41BC-8E32-5F0097F32102},181,2108,2010,3452.386719,220.8433184
3427,2015,CA,USF,SHF,HIDDEN,2040,2015/07/30 00:00:00+00,2015/08/02 00:00:00+00,1,3,1,11.04564,,SOUTH COMPLEX,{5DB5BD69-88D3-4EA2-B92A-867E5108A944},146,2108,2010,78027.72656,1339.557334
3428,2015,CA,USF,SHF,MILL,2106,2015/07/30 00:00:00+00,2015/08/30 00:00:00+00,1,3,1,72.60194,,SOUTH COMPLEX,{EEE4C3AC-6615-4444-82B0-54C5000754C9},184,2108,2010,512636.9883,4479.439502
3429,2015,CA,USF,SHF,YORK,2070,2015/07/30 00:00:00+00,2015/08/30 00:00:00+00,1,3,1,243.6706,,SOUTH COMPLEX,{9F1EBED2-56EF-469B-94F6-F20F15C47BAD},164,2108,2010,1720757.41,9261.477714
3430,2015,CA,USF,SHF,OLSEN,2071,2015/07/30 00:00:00+00,2015/08/13 00:00:00+00,1,3,1,400.2011,,SOUTH COMPLEX,{D484E407-32C6-41B7-AA4B-342308F4C537},165,2108,2010,2823112.512,10687.01086
3431,2015,CA,USF,SHF,CLARK,2083,2015/07/30 00:00:00+00,2015/08/05 00:00:00+00,1,3,1,675.5582,,SOUTH COMPLEX,{CEE3BA5E-9869-4ACA-8970-C37F28A92FCE},172,2108,2010,4761981.895,12728.478
3432,2015,CA,USF,SHF,MINERS,,2015/07/30 00:00:00+00,2015/08/18 00:00:00+00,1,3,1,173.9841,,SOUTH COMPLEX,,170,2108,2010,1226690.734,4894.127863
3433,2015,CA,USF,SHF,MILITARY,,2015/10/10 00:00:00+00,2015/10/12 00:00:00+00,4,3,1,52.84043,No perimeter in this location in GeoMAC. Inci Number Unknown,,,222,,2010,381377.0391,4080.568783
3434,2015,CA,USF,SHF,SADDLE,1371,2015/06/09 00:00:00+00,2015/10/30 00:00:00+00,1,3,1,1542.967,,,{1166A376-514D-4391-AC77-52D9A3914510},29,,2010,10870232.09,29116.10469
3435,2015,CA,USF,SHF,STEPHENS,,2015/02/24 00:00:00+00,2015/03/03 00:00:00+00,5,1,1,209.6283,No perimeter in this location in GeoMAC. Inci Number Unknown,,,4,,2010,1512863.09,7864.482821
3436,2015,CA,USF,SHF,WATER,2096,2015/08/01 00:00:00+00,2015/08/07 00:00:00+00,1,1,1,35.91605,,,{DF3855DC-02C5-45AB-9B47-5D338E627DB8},179,,2010,258904.6836,3180.711592
3437,2015,CA,USF,LPF,GIBRALTAR,3471,2015/10/29 00:00:00+00,2015/11/04 00:00:00+00,9,8,1,21.0506,,,{4C30A471-AC23-4DEF-999A-B88ED43972CF},52,,2010,125670.375,1549.524998
3438,2015,CA,LRA,ORC,,,2015/07/03 00:00:00+00,2015/07/03 00:00:00+00,11,5,1,14.13005,1900 LAGUNA CANYON RD NEAR DRIVEWAY/CANYON ACRES DR ,,,15065867,,2010,82554.13672,1374.952515
3439,2015,CA,CCO,ORC,,,2015/07/13 00:00:00+00,2015/07/14 00:00:00+00,2,7,1,213.5105,NB 241@SANTIAGO CANYON RD NEAR NB 133/HICKS HAUL RD ,,,15069367,,2010,1253606.398,8216.998215
3440,2015,CA,CCO,ORC,,,2015/09/17 00:00:00+00,2015/09/17 00:00:00+00,14,1,1,15.64318,"21460 Casino Ridge Rd, Yorba Linda",,,15093954,,2010,92127.39844,1725.003139
3441,2015,CA,CDF,HUU,BALD FIRE,3924,2015/06/09 00:00:00+00,2015/06/14 00:00:00+00,1,1,1,26.9475,,,,,,2010,192485.3828,1644.412735
3442,2015,CA,CDF,HUU,PINE 1-44,1493,2015/07/30 00:00:00+00,2015/09/08 00:00:00+00,1,7,1,1773.247,,HUMBOLDT COMPLEX,{CD9D5A73-96C9-4F97-8DD4-8975D1F7C21C},,,2010,12343897.11,19537.7185
3443,2015,CA,CDF,HUU,BLUFORD 1-55,1498,2015/07/30 00:00:00+00,2015/09/08 00:00:00+00,1,7,1,202.7018,,HUMBOLDT COMPLEX,,,5606,2010,1409107.871,6993.328623
3444,2015,CA,CDF,HUU,BLOCKSBURG 1-58,1499,2015/07/30 00:00:00+00,2015/09/08 00:00:00+00,1,7,1,283.831,,HUMBOLDT COMPLEX,,,5606,2010,1974786.797,7082.753023
3445,2015,CA,CDF,HUU,DOBBYN 1-57,1497,2015/07/30 00:00:00+00,2015/09/08 00:00:00+00,1,7,1,787.353,,HUMBOLDT COMPLEX,{014D765A-BB85-45B0-BD0E-EA12FE208545},,5606,2010,5470954.957,12196.08067
3446,2015,CA,CDF,HUU,STEELHEAD 1-54,1492,2015/07/30 00:00:00+00,2015/09/08 00:00:00+00,1,7,1,1403.444,,HUMBOLDT COMPLEX,{3C75186D-20A3-432C-AC38-0341F36871F9},,,2010,9742917.191,16924.28871
3447,2015,CA,CDF,HUU,WINCHESTER 1-47,1494,2015/07/30 00:00:00+00,2015/09/08 00:00:00+00,1,7,1,147.2519,,HUMBOLDT COMPLEX,{7E1E2347-1DAD-4A47-B226-C74A8D66521F},,5606,2010,1022303.43,4218.601473
3448,2015,CA,CDF,HUU,WILDCAT 1-51,1495,2015/07/30 00:00:00+00,2015/09/08 00:00:00+00,1,7,1,283.2199,,HUMBOLDT COMPLEX,{50646063-B734-4CC8-BCA8-C336D00CCA52},,5606,2010,1968730.211,7774.372775
3449,2015,CA,CDF,HUU,HORSE FIRE,6254,2015/08/18 00:00:00+00,2015/10/01 00:00:00+00,14,7,1,145.9043,,,{36EEF493-A476-403A-9234-406704E05BD1},,,2010,1010851.988,7236.400232
3450,2015,CA,CDF,HUU,BUCK FIRE,5528,2015/07/28 00:00:00+00,2015/07/30 00:00:00+00,2,1,1,15.85715,,,,,,2010,109743.2383,1850.055085
3451,2015,CA,CDF,HUU,QUEEN,5420,2015/07/25 00:00:00+00,2015/08/01 00:00:00+00,7,1,1,159.3774,,,{A1EDD663-2578-4723-A292-A097EDE5D4A4},,,2010,1145889.824,12818.04503
3452,2015,CA,USF,KNF,HOWARDS,,2015/08/01 00:00:00+00,2015/08/13 00:00:00+00,1,7,1,29.58024,No perimeter in this location in GeoMAC. Inci Number Unknown,,,94,,2010,215761.7461,2299.91608
3453,2015,CA,USF,KNF,PRARIE,,2015/08/20 00:00:00+00,2015/08/22 00:00:00+00,9,1,1,67.95409,No perimeter in this location in GeoMAC. Inci Number Unknown,,,109,,2010,492697.5273,3727.373368
3454,2015,CA,USF,KNF,DEVIL,,2015/09/20 00:00:00+00,2015/09/20 00:00:00+00,2,1,1,14.40403,No perimeter in this location in GeoMAC. Inci Number Unknown,,,12,,2010,104467.7891,1940.168697
3455,2015,CA,USF,KNF,FIVEMILE,6160,2015/07/30 00:00:00+00,2015/08/11 00:00:00+00,1,7,1,62.04475,,,{A307DCDB-789C-4447-95B5-A593D4D6D82E},92,,2010,451494.5078,5435.648926
3456,2015,CA,BIA,HIA,DEER HORN 2,181,2015/08/01 00:00:00+00,2015/08/12 00:00:00+00,1,8,1,86.16431,(WFDSS)  15-CA-HIA-000015,,,15,,2010,616075.4414,3776.979904
3457,2015,CA,USF,MDF,FROG,570,2015/07/30 00:00:00+00,2015/08/07 00:00:00+00,1,8,1,4862.165,FIMT,,{57079E3A-1FBB-4EB3-92C3-2EE3464FA0CE},,,2010,35013811.39,48072.97694
3458,2015,CA,USF,INF,WALKER,1319,2015/08/14 00:00:00+00,2015/10/31 00:00:00+00,9,,,3815.886,IR heat perimeter; WFDSS,,{A88F12A1-A647-4721-8E9E-AC6EFD97B2D5},33,,2010,24841901.28,41194.16323
3459,2015,CA,CDF,TCU,OAK FLAT,9491,2015/09/08 00:00:00+00,,14,8,1,107.9033,,,{C5920A4B-7AA2-4195-98E1-F0788A436528},,,2010,705234.0977,4058.89786
3460,2015,CA,CCO,VNC,VICTORIA,31278,2015/05/11 00:00:00+00,2015/05/11 00:00:00+00,14,6,1,0.5681428,,,,,,2010,3372.351563,275.6499998
3461,2015,CA,CCO,VNC,DOUGH,53877,2015/08/13 00:00:00+00,2015/08/13 00:00:00+00,14,7,1,2.16064,Sketched over walked track,,,,,2010,12894.1875,659.3620278
3462,2015,CA,CCO,VNC,FARIA,41643,2015/06/24 00:00:00+00,2015/06/24 00:00:00+00,14,1,1,0.9901724,no origin received,,,,,2010,5889.628906,354.5386247
3463,2015,CA,CCO,VNC,TOLAND,44425,2015/07/05 00:00:00+00,2015/07/05 00:00:00+00,14,1,1,3.032003,,,,,,2010,18053.96484,1116.141675
3464,2015,CA,CCO,VNC,MOORPARK,57413,2015/08/07 00:00:00+00,2015/08/07 00:00:00+00,14,1,1,2.079408, ,,,,,2010,12347.88281,476.4307639
3465,2015,CA,CCO,VNC,SOUTH,46505,2015/07/04 00:00:00+00,2015/07/04 00:00:00+00,14,7,1,0.2600781,,,,,,2010,1547.257813,157.7498861
3466,2015,CA,CCO,VNC,MAIN,48569,2015/07/02 00:00:00+00,2015/07/02 00:00:00+00,14,1,1,0.1357576,,,,,,2010,806.640625,128.3580942
3467,2015,CA,CCO,VNC,BROOKS,47203,2015/07/17 00:00:00+00,2015/07/17 00:00:00+00,14,6,1,2.921998,,,,,,2010,17386.92969,598.9592385
3468,2015,CA,CCO,VNC,OJAI,65745,2015/09/28 00:00:00+00,2015/09/28 00:00:00+00,14,6,1,0.00261181,,,,,,2010,15.57421875,16.10619546
3469,2015,CA,CCO,VNC,SHELL,83451,2015/12/06 00:00:00+00,2015/12/06 00:00:00+00,14,1,1,2.423997,,,,,,2010,14414.50391,522.9854621
3470,2015,CA,CCO,VNC,ARROYO,89149,2015/12/25 00:00:00+00,2015/12/25 00:00:00+00,14,1,1,0.09117375,,,,,,2010,541.8203125,84.77705896
3471,2015,CA,NPS,KNP,HOTEL,101,,,1,1,1,29.4124,not in the original 2013 update,,,101,,2010,186015.5625,2296.81271
3472,2015,CA,NPS,YNP,SNOW,138,2015/10/27 00:00:00+00,2015/10/27 00:00:00+00,4,1,1,0.1008077,Suppressed Human Caused,,{F5659BD0-39EE-4CCF-898F-84F6C5E17B70},138,,2010,655.0593321,90.72881759
3473,2015,CA,NPS,YNP,MONO,140,2015/10/31 00:00:00+00,2015/11/30 00:00:00+00,1,1,,0.1008094,Managed Lightning Ignited,,{818CCD99-4B90-44A7-8001-040237CD6A40},140,,2010,652.9463233,90.58236853
3474,2015,CA,NPS,YNP,INDIAN CANYON,49,2015/07/03 00:00:00+00,2015/08/18 00:00:00+00,1,1,1,4.131937,Suppressed Lightning Ignited,,{835FCB58-A21A-4623-9F30-1942E369BC24},49,,2010,26809.67969,1370.169184
3475,2015,CA,NPS,RNP,POPLAR,1501,2015/05/10 00:00:00+00,2015/05/10 00:00:00+00,14,1,1,3.554777,,,{A2769BF3-F56D-42BC-8A34-33860C89CBF7},1501,,2010,23143.73047,644.0023675
3476,2015,CA,NPS,YNP,DEERLICK,47,2015/07/02 00:00:00+00,2015/07/03 00:00:00+00,1,1,1,0.1007949,Suppressed Lightning Ignited,,{85624A9F-6CAF-4846-A7E7-5A8FD84E8DAF},47,,2010,651.3622004,90.47242019
3477,2015,CA,NPS,SMP,CALABASAS,553,2015/05/23 00:00:00+00,2015/05/23 00:00:00+00,9,6,1,0.4854355,Perim is 0.5ac circle ,,{102CB454-BD70-4451-80F7-45E6467EF447},553,,2010,2887.374244,190.4831091
3478,2015,CA,NPS,SMP,DUME,434,2015/04/17 00:00:00+00,2015/04/17 00:00:00+00,10,6,1,1.479508,"Car hit pole and burned, powerline ignit down line",,{7F37BF7D-4ECC-4ACF-82DD-5762ED6ECF09},434,,2010,8747.265625,678.4332653
3479,2015,CA,NPS,SMP,AGOURA,1217,2015/10/24 00:00:00+00,2015/10/24 00:00:00+00,9,6,1,0.09397306,"Undetermined roadside start, presumed human",,{9E9FD909-DBDA-4344-A8F7-80589EB22DBF},1217,,2010,558.996363,83.81262118
3480,2015,CA,NPS,SMP,NEWTON,1264,2015/11/07 00:00:00+00,2015/11/07 00:00:00+00,5,6,1,0.09396015,Undetermined roadside start presumed human. In parking lot area.,,,1264,,2010,558.2044749,83.75323462
